DEBUG:django.db.backends: (0.001) SHOW TABLES; args=None (2015-02-07 22:40:23; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT (1) AS `a` FROM `django_session` WHERE `django_session`.`session_key` = 'bdqbk2a26gngx1hr5nke1cxw104cvy81' LIMIT 1; args=('bdqbk2a26gngx1hr5nke1cxw104cvy81',) (2015-02-07 23:56:44; utils.py:91)
DEBUG:django.db.backends: (0.001) INSERT INTO `django_session` (`session_key`, `session_data`, `expire_date`) VALUES ('bdqbk2a26gngx1hr5nke1cxw104cvy81', 'N2IxZWZkN2MzYjI5MDk4NGU3M2U1NDhkNjlhZGEyZDVhOTE0NjBlNjp7fQ==', '2015-02-21 20:56:44.529233'); args=('bdqbk2a26gngx1hr5nke1cxw104cvy81', 'N2IxZWZkN2MzYjI5MDk4NGU3M2U1NDhkNjlhZGEyZDVhOTE0NjBlNjp7fQ==', b'2015-02-21 20:56:44.529233') (2015-02-07 23:56:44; utils.py:91)
DEBUG:django.db.backends: (0.000) UPDATE `django_session` SET `session_data` = 'N2IxZWZkN2MzYjI5MDk4NGU3M2U1NDhkNjlhZGEyZDVhOTE0NjBlNjp7fQ==', `expire_date` = '2015-02-21 20:56:44.558048' WHERE `django_session`.`session_key` = 'bdqbk2a26gngx1hr5nke1cxw104cvy81'; args=('N2IxZWZkN2MzYjI5MDk4NGU3M2U1NDhkNjlhZGEyZDVhOTE0NjBlNjp7fQ==', b'2015-02-21 20:56:44.558048', 'bdqbk2a26gngx1hr5nke1cxw104cvy81') (2015-02-07 23:56:44; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `profiles`.`id`, `profiles`.`userid`, `profiles`.`fname`, `profiles`.`lname`, `profiles`.`bdate`, `profiles`.`biography`, `profiles`.`contacts` FROM `profiles` WHERE `profiles`.`userid` = 1 LIMIT 1; args=(1,) (2015-02-07 23:56:44; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`expire_date` > '2015-02-07 20:56:44.605907' AND `django_session`.`session_key` = 'bdqbk2a26gngx1hr5nke1cxw104cvy81') LIMIT 21; args=(b'2015-02-07 20:56:44.605907', 'bdqbk2a26gngx1hr5nke1cxw104cvy81') (2015-02-07 23:56:44; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'mikhail' LIMIT 21; args=('mikhail',) (2015-02-07 23:56:46; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`expire_date` > '2015-02-07 20:56:46.792922' AND `django_session`.`session_key` = 'bdqbk2a26gngx1hr5nke1cxw104cvy81') LIMIT 21; args=(b'2015-02-07 20:56:46.792922', 'bdqbk2a26gngx1hr5nke1cxw104cvy81') (2015-02-07 23:56:46; utils.py:91)
DEBUG:django.db.backends: (0.000) SELECT (1) AS `a` FROM `django_session` WHERE `django_session`.`session_key` = '30w5cnmup4fiznjb7fftzue1eej4x1tc' LIMIT 1; args=('30w5cnmup4fiznjb7fftzue1eej4x1tc',) (2015-02-07 23:56:46; utils.py:91)
DEBUG:django.db.backends: (0.000) INSERT INTO `django_session` (`session_key`, `session_data`, `expire_date`) VALUES ('30w5cnmup4fiznjb7fftzue1eej4x1tc', 'N2IxZWZkN2MzYjI5MDk4NGU3M2U1NDhkNjlhZGEyZDVhOTE0NjBlNjp7fQ==', '2015-02-21 20:56:46.797424'); args=('30w5cnmup4fiznjb7fftzue1eej4x1tc', 'N2IxZWZkN2MzYjI5MDk4NGU3M2U1NDhkNjlhZGEyZDVhOTE0NjBlNjp7fQ==', b'2015-02-21 20:56:46.797424') (2015-02-07 23:56:46; utils.py:91)
DEBUG:django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE `django_session`.`session_key` = 'bdqbk2a26gngx1hr5nke1cxw104cvy81' LIMIT 21; args=('bdqbk2a26gngx1hr5nke1cxw104cvy81',) (2015-02-07 23:56:46; utils.py:91)
DEBUG:django.db.backends: (0.001) DELETE FROM `django_session` WHERE `django_session`.`session_key` IN ('bdqbk2a26gngx1hr5nke1cxw104cvy81'); args=('bdqbk2a26gngx1hr5nke1cxw104cvy81',) (2015-02-07 23:56:46; utils.py:91)
DEBUG:django.db.backends: (0.001) UPDATE `auth_user` SET `last_login` = '2015-02-07 20:56:46.857033' WHERE `auth_user`.`id` = 1; args=(b'2015-02-07 20:56:46.857033', 1) (2015-02-07 23:56:46; utils.py:91)
DEBUG:django.db.backends: (0.001) UPDATE `django_session` SET `session_data` = 'YWJjMjUwYzZjNzdmNWFmMDY1ZTRmMWRhMTcxNjkzZTBhOTUwMTg4Mzp7Il9hdXRoX3VzZXJfYmFja2VuZCI6ImRqYW5nby5jb250cmliLmF1dGguYmFja2VuZHMuTW9kZWxCYWNrZW5kIiwiX2F1dGhfdXNlcl9oYXNoIjoiNmMxOTUyZTI4NjA5NGE1MWE1MTA0ZDBlY2Q5ZTQ4ZjI3ZjIyNWQ1ZCIsIl9hdXRoX3VzZXJfaWQiOjF9', `expire_date` = '2015-02-21 20:56:46.890949' WHERE `django_session`.`session_key` = '30w5cnmup4fiznjb7fftzue1eej4x1tc'; args=('YWJjMjUwYzZjNzdmNWFmMDY1ZTRmMWRhMTcxNjkzZTBhOTUwMTg4Mzp7Il9hdXRoX3VzZXJfYmFja2VuZCI6ImRqYW5nby5jb250cmliLmF1dGguYmFja2VuZHMuTW9kZWxCYWNrZW5kIiwiX2F1dGhfdXNlcl9oYXNoIjoiNmMxOTUyZTI4NjA5NGE1MWE1MTA0ZDBlY2Q5ZTQ4ZjI3ZjIyNWQ1ZCIsIl9hdXRoX3VzZXJfaWQiOjF9', b'2015-02-21 20:56:46.890949', '30w5cnmup4fiznjb7fftzue1eej4x1tc') (2015-02-07 23:56:46; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `profiles`.`id`, `profiles`.`userid`, `profiles`.`fname`, `profiles`.`lname`, `profiles`.`bdate`, `profiles`.`biography`, `profiles`.`contacts` FROM `profiles` WHERE `profiles`.`userid` = 1 LIMIT 1; args=(1,) (2015-02-07 23:56:46; utils.py:91)
DEBUG:django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`expire_date` > '2015-02-07 20:56:46.936690' AND `django_session`.`session_key` = '30w5cnmup4fiznjb7fftzue1eej4x1tc') LIMIT 21; args=(b'2015-02-07 20:56:46.936690', '30w5cnmup4fiznjb7fftzue1eej4x1tc') (2015-02-07 23:56:46; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,) (2015-02-07 23:56:46; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`expire_date` > '2015-02-07 20:56:50.409266' AND `django_session`.`session_key` = '30w5cnmup4fiznjb7fftzue1eej4x1tc') LIMIT 21; args=(b'2015-02-07 20:56:50.409266', '30w5cnmup4fiznjb7fftzue1eej4x1tc') (2015-02-07 23:56:50; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,) (2015-02-07 23:56:50; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `profiles`.`id`, `profiles`.`userid`, `profiles`.`fname`, `profiles`.`lname`, `profiles`.`bdate`, `profiles`.`biography`, `profiles`.`contacts` FROM `profiles` WHERE `profiles`.`userid` = 1 LIMIT 1; args=(1,) (2015-02-07 23:56:50; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `profiles`.`id`, `profiles`.`userid`, `profiles`.`fname`, `profiles`.`lname`, `profiles`.`bdate`, `profiles`.`biography`, `profiles`.`contacts` FROM `profiles` WHERE `profiles`.`userid` = 1 LIMIT 1; args=(1,) (2015-02-07 23:56:59; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`expire_date` > '2015-02-07 20:56:59.963527' AND `django_session`.`session_key` = '30w5cnmup4fiznjb7fftzue1eej4x1tc') LIMIT 21; args=(b'2015-02-07 20:56:59.963527', '30w5cnmup4fiznjb7fftzue1eej4x1tc') (2015-02-07 23:56:59; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,) (2015-02-07 23:56:59; utils.py:91)
DEBUG:django.db.backends: (0.002) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`expire_date` > '2015-02-07 20:57:01.293925' AND `django_session`.`session_key` = '30w5cnmup4fiznjb7fftzue1eej4x1tc') LIMIT 21; args=(b'2015-02-07 20:57:01.293925', '30w5cnmup4fiznjb7fftzue1eej4x1tc') (2015-02-07 23:57:01; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,) (2015-02-07 23:57:01; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `profiles`.`id`, `profiles`.`userid`, `profiles`.`fname`, `profiles`.`lname`, `profiles`.`bdate`, `profiles`.`biography`, `profiles`.`contacts` FROM `profiles` WHERE `profiles`.`userid` = 1 LIMIT 1; args=(1,) (2015-02-07 23:57:01; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`expire_date` > '2015-02-07 20:57:02.858593' AND `django_session`.`session_key` = '30w5cnmup4fiznjb7fftzue1eej4x1tc') LIMIT 21; args=(b'2015-02-07 20:57:02.858593', '30w5cnmup4fiznjb7fftzue1eej4x1tc') (2015-02-07 23:57:02; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,) (2015-02-07 23:57:02; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `profiles`.`id`, `profiles`.`userid`, `profiles`.`fname`, `profiles`.`lname`, `profiles`.`bdate`, `profiles`.`biography`, `profiles`.`contacts` FROM `profiles` WHERE `profiles`.`userid` = 1 LIMIT 1; args=(1,) (2015-02-07 23:57:02; utils.py:91)
DEBUG:django.db.backends: (0.001) UPDATE `profiles` SET `userid` = 1, `fname` = 'Михаил', `lname` = 'Никифоров', `bdate` = 438382800, `biography` = '<p>В CSS-сетке фреймворка Foundation имеется возможность вкладывать строки внутрь колонок. Такой прием называется “вложенность” и с ним нужно быть достаточно осторожным на практике, так как можно легко запутаться при написании кода: </p>', `contacts` = '<p>email: nikiforov22@pochta.ru</p>\r\n\r\n<p>skype: nikiforov_mihail_</p>\r\n' WHERE `profiles`.`id` = 1; args=(1, 'Михаил', 'Никифоров', 438382800, '<p>В CSS-сетке фреймворка Foundation имеется возможность вкладывать строки внутрь колонок. Такой прием называется “вложенность” и с ним нужно быть достаточно осторожным на практике, так как можно легко запутаться при написании кода: </p>', '<p>email: nikiforov22@pochta.ru</p>\r\n\r\n<p>skype: nikiforov_mihail_</p>\r\n', 1) (2015-02-07 23:57:02; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `profiles`.`id`, `profiles`.`userid`, `profiles`.`fname`, `profiles`.`lname`, `profiles`.`bdate`, `profiles`.`biography`, `profiles`.`contacts` FROM `profiles` WHERE `profiles`.`userid` = 1 LIMIT 1; args=(1,) (2015-02-07 23:57:02; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `profiles`.`id`, `profiles`.`userid`, `profiles`.`fname`, `profiles`.`lname`, `profiles`.`bdate`, `profiles`.`biography`, `profiles`.`contacts` FROM `profiles` WHERE `profiles`.`userid` = 1 LIMIT 1; args=(1,) (2015-02-08 02:50:25; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`expire_date` > '2015-02-07 23:50:25.835149' AND `django_session`.`session_key` = '30w5cnmup4fiznjb7fftzue1eej4x1tc') LIMIT 21; args=(b'2015-02-07 23:50:25.835149', '30w5cnmup4fiznjb7fftzue1eej4x1tc') (2015-02-08 02:50:25; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,) (2015-02-08 02:50:25; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`expire_date` > '2015-02-07 23:50:35.166799' AND `django_session`.`session_key` = '30w5cnmup4fiznjb7fftzue1eej4x1tc') LIMIT 21; args=(b'2015-02-07 23:50:35.166799', '30w5cnmup4fiznjb7fftzue1eej4x1tc') (2015-02-08 02:50:35; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,) (2015-02-08 02:50:35; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `profiles`.`id`, `profiles`.`userid`, `profiles`.`fname`, `profiles`.`lname`, `profiles`.`bdate`, `profiles`.`biography`, `profiles`.`contacts` FROM `profiles` WHERE `profiles`.`userid` = 1 LIMIT 1; args=(1,) (2015-02-08 02:50:35; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`expire_date` > '2015-02-07 23:50:46.686149' AND `django_session`.`session_key` = '30w5cnmup4fiznjb7fftzue1eej4x1tc') LIMIT 21; args=(b'2015-02-07 23:50:46.686149', '30w5cnmup4fiznjb7fftzue1eej4x1tc') (2015-02-08 02:50:46; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,) (2015-02-08 02:50:46; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE `django_session`.`session_key` = '30w5cnmup4fiznjb7fftzue1eej4x1tc' LIMIT 21; args=('30w5cnmup4fiznjb7fftzue1eej4x1tc',) (2015-02-08 02:50:46; utils.py:91)
DEBUG:django.db.backends: (0.001) DELETE FROM `django_session` WHERE `django_session`.`session_key` IN ('30w5cnmup4fiznjb7fftzue1eej4x1tc'); args=('30w5cnmup4fiznjb7fftzue1eej4x1tc',) (2015-02-08 02:50:46; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT (1) AS `a` FROM `django_session` WHERE `django_session`.`session_key` = 'zy4nutu6tv99dnaury4ry7t7xnhh0d6v' LIMIT 1; args=('zy4nutu6tv99dnaury4ry7t7xnhh0d6v',) (2015-02-08 02:50:46; utils.py:91)
DEBUG:django.db.backends: (0.000) INSERT INTO `django_session` (`session_key`, `session_data`, `expire_date`) VALUES ('zy4nutu6tv99dnaury4ry7t7xnhh0d6v', 'N2IxZWZkN2MzYjI5MDk4NGU3M2U1NDhkNjlhZGEyZDVhOTE0NjBlNjp7fQ==', '2015-02-21 23:50:46.751341'); args=('zy4nutu6tv99dnaury4ry7t7xnhh0d6v', 'N2IxZWZkN2MzYjI5MDk4NGU3M2U1NDhkNjlhZGEyZDVhOTE0NjBlNjp7fQ==', b'2015-02-21 23:50:46.751341') (2015-02-08 02:50:46; utils.py:91)
DEBUG:django.db.backends: (0.000) UPDATE `django_session` SET `session_data` = 'N2IxZWZkN2MzYjI5MDk4NGU3M2U1NDhkNjlhZGEyZDVhOTE0NjBlNjp7fQ==', `expire_date` = '2015-02-21 23:50:46.780387' WHERE `django_session`.`session_key` = 'zy4nutu6tv99dnaury4ry7t7xnhh0d6v'; args=('N2IxZWZkN2MzYjI5MDk4NGU3M2U1NDhkNjlhZGEyZDVhOTE0NjBlNjp7fQ==', b'2015-02-21 23:50:46.780387', 'zy4nutu6tv99dnaury4ry7t7xnhh0d6v') (2015-02-08 02:50:46; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `profiles`.`id`, `profiles`.`userid`, `profiles`.`fname`, `profiles`.`lname`, `profiles`.`bdate`, `profiles`.`biography`, `profiles`.`contacts` FROM `profiles` WHERE `profiles`.`userid` = 1 LIMIT 1; args=(1,) (2015-02-08 02:50:46; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`expire_date` > '2015-02-07 23:50:46.827277' AND `django_session`.`session_key` = 'zy4nutu6tv99dnaury4ry7t7xnhh0d6v') LIMIT 21; args=(b'2015-02-07 23:50:46.827277', 'zy4nutu6tv99dnaury4ry7t7xnhh0d6v') (2015-02-08 02:50:46; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'mikhail' LIMIT 21; args=('mikhail',) (2015-02-08 02:51:32; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`expire_date` > '2015-02-07 23:51:32.662831' AND `django_session`.`session_key` = 'zy4nutu6tv99dnaury4ry7t7xnhh0d6v') LIMIT 21; args=(b'2015-02-07 23:51:32.662831', 'zy4nutu6tv99dnaury4ry7t7xnhh0d6v') (2015-02-08 02:51:32; utils.py:91)
DEBUG:django.db.backends: (0.000) SELECT (1) AS `a` FROM `django_session` WHERE `django_session`.`session_key` = 'c3t2xwtlgmaatlu3do2ksttcur5b3saq' LIMIT 1; args=('c3t2xwtlgmaatlu3do2ksttcur5b3saq',) (2015-02-08 02:51:32; utils.py:91)
DEBUG:django.db.backends: (0.000) INSERT INTO `django_session` (`session_key`, `session_data`, `expire_date`) VALUES ('c3t2xwtlgmaatlu3do2ksttcur5b3saq', 'N2IxZWZkN2MzYjI5MDk4NGU3M2U1NDhkNjlhZGEyZDVhOTE0NjBlNjp7fQ==', '2015-02-21 23:51:32.667482'); args=('c3t2xwtlgmaatlu3do2ksttcur5b3saq', 'N2IxZWZkN2MzYjI5MDk4NGU3M2U1NDhkNjlhZGEyZDVhOTE0NjBlNjp7fQ==', b'2015-02-21 23:51:32.667482') (2015-02-08 02:51:32; utils.py:91)
DEBUG:django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE `django_session`.`session_key` = 'zy4nutu6tv99dnaury4ry7t7xnhh0d6v' LIMIT 21; args=('zy4nutu6tv99dnaury4ry7t7xnhh0d6v',) (2015-02-08 02:51:32; utils.py:91)
DEBUG:django.db.backends: (0.000) DELETE FROM `django_session` WHERE `django_session`.`session_key` IN ('zy4nutu6tv99dnaury4ry7t7xnhh0d6v'); args=('zy4nutu6tv99dnaury4ry7t7xnhh0d6v',) (2015-02-08 02:51:32; utils.py:91)
DEBUG:django.db.backends: (0.001) UPDATE `auth_user` SET `last_login` = '2015-02-07 23:51:32.748042' WHERE `auth_user`.`id` = 1; args=(b'2015-02-07 23:51:32.748042', 1) (2015-02-08 02:51:32; utils.py:91)
DEBUG:django.db.backends: (0.001) UPDATE `django_session` SET `session_data` = 'YWJjMjUwYzZjNzdmNWFmMDY1ZTRmMWRhMTcxNjkzZTBhOTUwMTg4Mzp7Il9hdXRoX3VzZXJfYmFja2VuZCI6ImRqYW5nby5jb250cmliLmF1dGguYmFja2VuZHMuTW9kZWxCYWNrZW5kIiwiX2F1dGhfdXNlcl9oYXNoIjoiNmMxOTUyZTI4NjA5NGE1MWE1MTA0ZDBlY2Q5ZTQ4ZjI3ZjIyNWQ1ZCIsIl9hdXRoX3VzZXJfaWQiOjF9', `expire_date` = '2015-02-21 23:51:32.780763' WHERE `django_session`.`session_key` = 'c3t2xwtlgmaatlu3do2ksttcur5b3saq'; args=('YWJjMjUwYzZjNzdmNWFmMDY1ZTRmMWRhMTcxNjkzZTBhOTUwMTg4Mzp7Il9hdXRoX3VzZXJfYmFja2VuZCI6ImRqYW5nby5jb250cmliLmF1dGguYmFja2VuZHMuTW9kZWxCYWNrZW5kIiwiX2F1dGhfdXNlcl9oYXNoIjoiNmMxOTUyZTI4NjA5NGE1MWE1MTA0ZDBlY2Q5ZTQ4ZjI3ZjIyNWQ1ZCIsIl9hdXRoX3VzZXJfaWQiOjF9', b'2015-02-21 23:51:32.780763', 'c3t2xwtlgmaatlu3do2ksttcur5b3saq') (2015-02-08 02:51:32; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `profiles`.`id`, `profiles`.`userid`, `profiles`.`fname`, `profiles`.`lname`, `profiles`.`bdate`, `profiles`.`biography`, `profiles`.`contacts` FROM `profiles` WHERE `profiles`.`userid` = 1 LIMIT 1; args=(1,) (2015-02-08 02:51:32; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`expire_date` > '2015-02-07 23:51:32.820768' AND `django_session`.`session_key` = 'c3t2xwtlgmaatlu3do2ksttcur5b3saq') LIMIT 21; args=(b'2015-02-07 23:51:32.820768', 'c3t2xwtlgmaatlu3do2ksttcur5b3saq') (2015-02-08 02:51:32; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,) (2015-02-08 02:51:32; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`expire_date` > '2015-02-07 23:52:02.919653' AND `django_session`.`session_key` = 'c3t2xwtlgmaatlu3do2ksttcur5b3saq') LIMIT 21; args=(b'2015-02-07 23:52:02.919653', 'c3t2xwtlgmaatlu3do2ksttcur5b3saq') (2015-02-08 02:52:02; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,) (2015-02-08 02:52:02; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `profiles`.`id`, `profiles`.`userid`, `profiles`.`fname`, `profiles`.`lname`, `profiles`.`bdate`, `profiles`.`biography`, `profiles`.`contacts` FROM `profiles` WHERE `profiles`.`userid` = 1 LIMIT 1; args=(1,) (2015-02-08 02:52:02; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`expire_date` > '2015-02-07 23:52:46.649502' AND `django_session`.`session_key` = 'c3t2xwtlgmaatlu3do2ksttcur5b3saq') LIMIT 21; args=(b'2015-02-07 23:52:46.649502', 'c3t2xwtlgmaatlu3do2ksttcur5b3saq') (2015-02-08 02:52:46; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,) (2015-02-08 02:52:46; utils.py:91)
DEBUG:django.db.backends: (0.001) SELECT `profiles`.`id`, `profiles`.`userid`, `profiles`.`fname`, `profiles`.`lname`, `profiles`.`bdate`, `profiles`.`biography`, `profiles`.`contacts` FROM `profiles` WHERE `profiles`.`userid` = 1 LIMIT 1; args=(1,) (2015-02-08 02:52:46; utils.py:91)
